Account Name,NIP*
KOMTUR POLSKA,5222749770
KOMSA POLSKA SP. Z O.O.,8971093468
KOMPUTRONIK BIZNES SP. Z O.O.,8951744690
KOMPUTRONIK,9720902729
KOMPOZYTY,8942673312
KOMPLEX-TORUS,5220012999
KOMPANIA GÓRNICZA,5213688827
KOMPANIA DYSTRYBUCYJNA TEDI,8440002668
KOMIR SP. Z O.O.,7010577130
KOMINKI GP,6793057801
KOMEX,5262643581
KOME POLSKA,4960216095
KOMBUD GROUP S.A.,5322056262
KOMBINAT ROLNY KIETRZ SP. Z O.O.,7480004561
KOMATSU POLAND,5222793535
KOMAGRA,5261017858
KOLPORTER,9591452482
KOLIBER ENERGY TRADING SP. Z O.O.W UPADŁOŚCI,5272942983
KOLEJE WIELKOPOLSKIE,7781469734
KOLEJE MAZOWIECKIE - KM,1132520369
KOLEJE MAŁOPOLSKIE SP. Z O.O.,6772379445
KOLEJE DOLNOŚLĄSKIE S.A.,6912402576
KOL-DENTAL SP. Z O.O. SP.K.,5241001593
KOKSOWNIA CZĘSTOCHOWA NOWA,5213452579
KOKSOWNIA BYTOM,6342764034
KOIMEX S.A.,9271933903
KOFEA SP. Z O.O.,7272854228
KOELNER POLSKA SP. Z O.O.,8952016248
KNORR-BREMSE SYSTEMY KOLEJOWE POLSKA,6772128329
KNAUF INDUSTRIES POLSKA SP. Z O.O.,5811030150
KNAUF BEŁCHATÓW SP. Z O.O.,7691004724
KNAUF BAUPRODUKTE POLSKA,7691793833
KNAUF -,5211003423
KMD POLAND,5252591003
KM,8172175416
KŁOS PIEKARNIA RODZINNA SP. Z O.O.,9542640226
KLINICZNY SZPITAL WOJEWÓDZKI NR 2 IM. ŚW.JADWIGI KRÓLOWEJ W RZESZOWIE,8131502114
KLINGSPOR SP. Z O.O.,5471016121
KLIMA-THERM,9562163781
KLER,5750007865
KK-INVEST,9591962272
KK WIND SOLUTIONS POLSKA SP. Z O.O.,9552059993
KITRON SP. Z O.O.,5252730597
KIRCHHOFF POLSKA,8171706314
KION POLSKA SP. Z O.O.,5252773158
KINO POLSKA TV,5213248560
KING DYSTRYBUCJA SP. Z O.O.,9482592215
KILARGO,7311723632
KIK TEXTIL,8971777132
KIEPUREX P.P.KIEPUROWIE,5741917875
KIEL POLSKA SP. Z O.O.,7881539598
KIA POLSKA,5261910258
KH - KIPPER,9591178673
KG TRADING,8971786705
K-FLEX POLSKA,9581406813
KFI SP.J.M.OLCZYKOWSKI I K.NAUMOWICZ,5472101797
KETER POLAND,8392919362
KERRY POLSKA SP. Z O.O.,6570308057
KENO ENERGIA SP. Z O.O.,1231302807
KENO,6312671983
KEMIPOL,8510108249
KELVION MACHINE COOLING,6340128908
KELLER - POLSKA,5241200022
KEEEPER SP. Z O.O.,5540236045
KED KRASNODĘBSKI SP.K.,1251663997
KDC,6852026507
KBH AKORD SP. Z O.O.,6760012851
KB POMORZE,9570844811
KB FOLIE POLSKA SP. Z O.O.,5241208638
KAZAR GROUP,7951532361
KAYSER AUTOMOTIVE SYSTEMS KŁODZKO,8831858209
KAWCZYŃSKI LOGISTICS SP. Z O.O.,5581881423
KATOWICKIE WODOCIĄGI S.A.,6340125382
KATOWICKIE CENTRUM ONKOLOGII,6342299376
KATOWICKA SPÓŁDZIELNIA MIESZKANIOWA,6340134122
KATCON POLSKA,1090001066
KASKAT DAIRY SP. Z O.O.,5992415208
KAR-TEL SP. Z O.O.,6312647938
KARSTENSEN SHIPYARD POLAND,5833313429
KARMAR S.A.,5212500997
KARL KNAUER POLAND SP. Z O.O.,7870001122
KARCHER SP. Z O.O.,6770070293
KARBON 2 SP. Z O.O.,6481006627
KANTOR WYMIANY WALUT W. BIGDA, J. BANAŚ SP.J.,6131262608
KANTOR WYMIANY WALUT SZCZYGIEŁ & ZWOLIŃSKI,7343227729
KANTOR WYMIANY WALUT SZACH ZBIGNIEW SZAREK, ANDRZEJ CHRONOWSKI SP.J.,7343120902
KANTOR WYMIANY WALUT S. SOBOLSKI SP.J.,5991023251
KANTOR WYMIANY WALUT PLEX D.BRZUSKIEWICZ I Z. ZIEL,8941525199
KANTOR WYMIANY WALUT EWA WÓJCICKA, WOJCIECH WÓJCICKI SP.J.,8222055141
KANTOR KURS SP. Z O.O.,8971912239
KANTOR EUROPA KARMELITA-PALACZ SP.J.,5981486529
KANTOR CENT SZULC I CZARNOTA,8970018329
KANT I SP. Z O.O.,5372433040
KANLUX,6452432793
KANIA,6381585761
KAN,9661319453
KAMSOFT S.A.,9542685559
KAMPOL - FRUIT W UPADŁOŚCI,8351557347
KAMINIARZ SP. Z O.O.,6970017820
KALTER SP. Z O.O.,5422859919
KALMAR POLAND,7781008163
KALINOWSKI,7872080580
KAJIMA POLAND,5272608161
KAIZEN RENT S.A.,6922509293
KAEM SP. Z O.O.,7773027200
KACZMAREK MALEWO,6961876386
KABEL-TECHNIK-POLSKA,6741301689
KABAT TYRE SP. Z O.O.,7661006919
K.C.B. INTERLIGHT SP. Z O.O.,5560004237
JWM ENERGIA,9542741826
JVP STEEL,8522389389
JUWENTUS AGENCJA OCHRONY,5260159645
JUTRZENKA DOBRE MIASTO SP. Z O.O.,7393523565
JUTAR OLGIERD JUREK,7841010319
JUROSZEK HOLDING,5482666360
JURASSIC CRYSTAL SP. Z O.O.,6492308622
JUPITER S.BONDYRA I E.BONDYRA,8511000689
JULA POLAND SP. Z O.O.,5242718525
JUKI CENTRAL EUROPE,9512147076
JTI GBS POLAND,7010939225
JOYNEXT,9151797596
JOY GLOBAL (POLAND),6340130489
JOTUL POLAND SP. Z O.O.,8961586152
JOT-Ł SP. Z O.O.,8952009372
JOST POLSKA,8971734588
JOSKIN POLSKA,7631832920
JOSERA POLSKA,9231531050
JOKEY POLAND,7491001129
JOKER J. WILCZEK,8520011698
JOINCO POLSKA SP. Z O.O.,5213649365
JOHNSON MATTHEY POLAND,5252681835
JOHN COTTON EUROPE SP. Z O.O.,8862319117
JOBON SP. Z O.O.,9220015876
JMS,8792342021
JMP FLOWERS GRUPA PRODUCENTÓW SP. Z O.O.,5060112254
JMK,9230024523
JKM TRADE SP. Z O.O. SP.K.,9372644603
JK INVEST W LIKWIDACJI,8980015350
JIFFY PACKAGING SP. Z O.O.,6311034961
JEŹDZIJ Z NAMI,8822134475
JEREMIAS,7841795757
JENOX AKUMULATORY SP. Z O.O.,7640075507
JELCZ SP. Z O.O.,9121724701
JEDYNKA-KANTORY SP. Z O.O.,7922291280
JD SP. Z O.O. SP.K.,7542147944
JBG-2,6342383421
JAWORSKI AUTO,8882343490
JASZPOL SP. Z O.O.,7321988154
JASSBOARD,6961808835
JAS-FBG,6330003565
JAROSŁAW DOWHAN,9282099349
JARMAG,7122773020
JANTEX POLSKA,7861616172
JANIPOL MEBLE POLSKA SP. Z O.O. SP.K.,5562752245
JANEX SŁAWOMIR I ELŻBIETA WIESIAK SP.J.,5220014662
JANAS LOGISTICS SP. Z O.O.,5961659607
JAKON SP. Z O.O.,7772881079
JAGO-PRO SP. Z O.O.,6321818316
JACOBS DOUWE EGBERTS PL,5272717861
JABIL POLAND,5811792285
JAAS,5361912802
J.P. MORGAN POLAND SERVICES SP. Z O.O.,5272815658
J.ŁABUZ,6770004439
J&S ENERGY S.A.,5261019751
J&M LOGISTICS SP. Z O.O.,5311689041
IZOPANEL SP. Z O.O.,9570796041
IZOBLOK S.A.,6262491048
IWANICCY SP. Z O.O. SP.K.,9280005692
IVY TECHNOLOGY POLAND,5542678238
IVECO POLAND,5261033573
ITPUNKT SP. Z O.O.,6412477789
I-TERRA SP. Z O.O.,9552342588
ITALMETAL SP. Z O.O.,8992405335
ITAKA HOLDINGS,7543072562
ITAKA FLY,7543331420
ISS FACILITY SERVICES,6761771576
IS-POLSKA,6951434646
ISO TRADE,6912559326
IRYD,8471472211
IRL POLSKA W LIKWIDACJI,5252539965
IQVIA RDS POLAND,5222390978
IPROSPECT POLSKA,5213266931
INŻYNIERIA RZESZÓW,8130333974
INWEMER SYSTEM SP. Z O.O.,7711008896
INVOLT SP. Z O.O. SP.K.,8943138259
INVEST-REM SP. Z O.O.,5570006982
INVESTA,5840253645
INTROL,6340030925
INTROGRAF-LUBLIN S.A.,7122321973
INTRA S.A.,9240004947
INTOP WARSZAWA,5213425602
INTIVE GMBH ODDZIAŁ W POLSCE,1070043759
INTIVE,8513202115
INTERVET,5261892773
INTERSNACK POLAND,5272527149
INTERSILESIA MCBRIDE POLSKA,7560003747
INTERPRINT POLSKA,7321752687
INTERNATIONAL AUTOMOTIVE COMPONENTS POLSKA SP. Z O.O.,5272784225
INTER-MLECZ SP. Z O.O.,5240005293
INTERMEBLE,6652851796
INTERKADRA SP. Z O.O.,6762336026
INTERDRUK S.A.,8261993501
INTERCHEMALL ZESPÓŁ MŁYNÓW JELONKI SP. Z O.O.,1180001489
INTER-CAR SILESIA,6482331430
INTER PROJEKT,6312516395
INTER PARTS,7393853268
INTER METAL,5560010462
INTER LAND,7393864562
INTER EUROPOL,5260301089
INTER ENERGIA,9521811869
INTER AUTO BIS SP. Z O.O. SP.K.,9452159560
INTEL TECHNOLOGY POLAND,9570752316
INTEGRALE IT SP. Z O.O.,7393892156
INTAR SP. Z O.O.,6222430543
INT TECHNICS SP. Z O.O.,9930606747
INSTYTUT PSYCHIATRII I NEUROLOGII,5250009387
INSTYTUT POMNIK - CENTRUM ZDROWIA DZIECKA,9521143675
INSTYTUT METEOROLOGII I GOSPODARKI WODNEJ - PAŃSTWOWY INSTYTUT BADAWCZY,5250008809
INSTYTUT MATKI I DZIECKA,5250008471
INSTYTUT ŁĄCZNOŚCI - PAŃSTWOWY INSTYTUT BADAWCZY,5250009312
INSTYTUT HEMATOLOGII I TRANSFUZJOLOGII,5250009424
INSTYTUT FIZJOLOGII I PATOLOGII SŁUCHU,5261744423
INSTANTA,6511563428
INSTALBUD JANOSZ,6381002363
INSTAL WARSZAWA,5270008600
INSTAL - KONSORCJUM,8991148563
INS-EL PAWEŁ ZDANOWSKI,9470005749
INS-EL,7282802196
INPRO S.A.,5890008540
INPOL-PAPIER SP. Z O.O.,6451076729
INPHARM,5242571743
INNVIGO SP. Z O.O.,5571698060
INNPRO ROBERT BŁĘDOWSKI,6423234719
INNOVIA FILMS POLAND,7742514034
INNERGO SYSTEMS SP. Z O.O.,9522064794
INMEDIO SERVICES SP. Z O.O.,5262457329
INITIATIVE MEDIA WARSZAWA SP. Z O.O.,5262215106
INHARE,7532450078
INGRAM MICRO,5212931906
INFOSYS POLAND,7251952061
INETUM POLSKA,7790020146
INDYK-ŚLĄSK,6452387029
INDROL,9231000803
INDORAMA VENTURES POLAND,5272642695
INCOM POLSKA,8561825481
INCOM GROUP,8970009483
INCOBEX,5471896027
INCHCAPE MOTOR POLSKA,5262782779
INCHCAPE JLR POLAND,5272930046
INALCA POLAND SP. Z O.O.,5670002357
IMSO SP. Z O.O.,6692200740
IMPWAR SP. Z O.O.,6112426925
IMPULS-LEASING POLSKA SP. Z O.O.,5222836865
IMPOSTAL SP. Z O.O.,5272435950
IMPILO SP. Z O.O.,6991960134
IMPERIAL TOBACCO POLSKA MANUFACTURING,7961002877
IMPERIAL TOBACCO POLSKA,7790048618
IMMOMOK SP. Z O.O.,5271023642
IMI INTERNATIONAL SP. Z O.O.,1250020435
IMEX POLAND,8690002221
IMCD POLSKA SP. Z O.O.,5222635635
IMA SCHELLING POLSKA SP. Z O.O.,7861478327
IMA POLSKA S.A.,7822510305
ILS,5342488823
ILPEA,8992471208
ILK INSAAT TAAHHÜT SANAYI VE TICARET ANONIM SIRKETI,1020001500
ILHO PL W UPADŁOŚCI,1132777938
IKO KOMPANIA DROBIARSKA,7881666813
IKEA INDUSTRY POLAND,5432163817
IKEA DISTRIBUTION SERVICES S.A.,5270203626
IGUANA GROUP,5471973532
IGRZYSKA EUROPEJSKIE 2023 SP. Z O.O.W LIKWIDACJI,6762610220
IGNASZAK P.S.A.,6180043591
IGLOMEN SP. Z O.O.,6793050696
IGEPA POLSKA  SP. Z O.O.,6781012170
IFM ECOLINK,6342793521
IFB INTERNATIONAL FREIGHTBRIDGE (POLAND) SP. Z O.O.,5272625573
IEN ENERGY SP. Z O.O.,5213648383
IDEAL AUTOMOTIVE SWIDNICA,8842788323
ID LOGISTICS POLSKA,5252425204
ID LOGISTICS DISTRIBUTION,7280019486
ICT POLAND,5992536573
ICN POLFA RZESZÓW,8130267131
ICE-FULL DYSTRYBUCJA,7732487229
IBP INSTALFITTINGS SP. Z O.O.,7820043288
IBM BTO BUSINESS CONSULTING SERVICES SP. Z O.O.,6772160267
HYUNDAI MOTOR POLAND,5210335531
HYUNDAI ENGINEERING CO.,1070043311
HYPEROIL,1231495522
HYPERION CAPITAL,5252642232
HYMON FOTOWOLTAIKA SP. Z O.O.,9930676222
HYDROTECH,6420000211
HYDROSOLAR WSCHÓD,9591927695
HYDROSOLAR PODKARPACIE,5170357927
HYDROSOLAR MAŁOPOLSKA,6793025089
HYDROSOLAR DOLNY ŚLĄSK,8943035364
HYDRO EXTRUSION POLAND,7630003558
HUTCHINSON POLAND,5531694417
HUTA STALOWA WOLA,8650004194
HUTA ŁAZISKA,6350000469
HUTA ŁABĘDY,6310200831
HUSQVARNA POLAND,5242560627
HURTOWNIA MOTORYZACYJNA GORDON,9670951593
HURTOWNIA LEKÓW WETERYNARYJNYCH WETERPOL,7752444105
HURTOWNIA FARMACEUTYCZNA ISMED MGR FARM. JANINA,5320100906
HURTAP,7752155163
HUMAN SUPPORT SP. Z O.O.,8971801215
HUHTAMAKI FOODSERVICE POLAND,6431741974
HUBERGROUP POLSKA SP. Z O.O.,8941012991
HUBER + SUHNER SP. Z O.O.,5932354839
HSH CHEMIE SP. Z O.O.,5260002406
HSBC SERVICE DELIVERY (POLSKA),5252429107
HS POLAND HOLDINGS,7010046148
HORN DISTRIBUTION S.A.,9511828408
HÖRMANN LEGNICA SP. Z O.O.,6912271447
HORECA SOLUTIONS GROUP SP. Z O.O.,8133838108
HOPPECKE BATERIE POLSKA SP. Z O.O.,8860015867
HOOGWEGT POLAND,5270103416
HONEYWELL,5210087228
HONDA MOTOR EUROPE LIMITED (SP. Z O.O.) ODDZIAŁ W POLSCE,1080013487
HOME&YOU,5842056682
HOME INVEST GROUP,1251371510
HOMANIT POLSKA I SPÓŁKA,7811756534
HOMANIT KROSNO ODRZAŃSKIE SP. Z O.O.,7811877404
HOMAG POLSKA,5213021632
HOŁOWIŃSCY-SCANSERWIS SP. Z O.O.,8882982534
HOLDING LIWA,8971750340
HOLDING KW,9542779935
HOLDING 1,6793082609
HOERBIGER AUTOMOTIVE SP. Z O.O.,7010099044
HODOWLA I UBÓJ INDYKA BODAMA SP. Z O.O.,9251895476
HOCHTIEF POLSKA,5261442389
HMT HELDENER METALLTECHNIK POLSKA & CO.,1010001562
HMSTEEL EDYTA HERZYK SP.K.,9372603395
HM INWEST S.A.,1132482686
HL MANDO CORPORATION POLAND,8862970143
HKFOODS POLAND SP. Z O.O.,8551524944
HITACHI RAIL GTS POLSKA SP. Z O.O.,7790000215
HITACHI ENERGY SERVICES,9522196923
HITACHI ENERGY POLAND,9522195852
HITACHI ASTEMO POLAND,8961525802
HILTON FOODS LTD,6772242930
HIL-GAZ PAWEŁ HILDEBRAŃSKI SP. Z O.O.,7842533580
HILDING ANDERS POLSKA SP. Z O.O.,7781373655
HEWLETT PACKARD ENTERPRISE POLSKA,5213689844
HEWLETT PACKARD ENTERPRISE GLOBAL BUSINESS CENTER,1010000781
HES GDYNIA BULK TERMINAL SP. Z O.O.,5861037616
HERMES DYSTRYBUCJA SP. Z O.O.,9820380288
HERAEUS ELECTRO-NITE POLSKA,6440012200
HENRY KRUSE SP. Z O.O.,8941022653
HENKELL FREIXENET POLSKA,8790167217
HENKEL POLSKA OPERATIONS SP. Z O.O.,6390001498
HENDI POLSKA SP. Z O.O.,7792270344
HEMPEL PAINTS (POLAND),7010150377
HEMARPOL TRADE,6452537291
HELUKABEL POLSKA,1181578280
HELM POLSKA,5251820909
HELLMANN WORLDWIDE LOGISTICS POLSKA SP. Z O.O. SP.K.,1230005823
HELLERMANNTYTON SP. Z O.O.,7792328173
HEKLA ENERGY,6793212199
HEINZ-GLAS DZIAŁDOWO,5710002726
HEIDELBERG POLSKA,5240102346
HEGELMANN TRANSPORTE POZNAŃ SP. Z O.O.,7792470132
HEESUNG ELECTRONICS POLAND,8971709515
HEBAN SP. Z O.O. SP.K.,6790083459
HEALTH-MED SP. Z O.O. SP.J.,1132716724
HDR MEDIA,5213892806
HBZ MEBLE SP. Z O.O.,7770010570
HBO POLSKA SP. Z O.O.,5261025697
HBH,7811876089
HAWA,7842492510
HAVI LOGISTICS,5240405093
HAVAS MEDIA,5213096067
HART GROUP,7543077944
HARRIS CALORIFIC INTERNATIONAL,8821965731
HARDEN CONSTRUCTION POLAND,5272939455
HANSEATIC PRODUKCJA,8762488872
HANSA S.A.Z SIEDZIBĄ W KIELCACH,6572841643
HANPLAST SP. Z O.O.,5541000095
HANPIK SP. Z O.O.,9591370790
HANKOOK TIRE POLSKA,5213649856
HANKE TISSUE,5980009201
HANDLOWO PRODUKCYJNA SPÓŁDZIELNIA PRACY W HAJNÓWCE,5430200483
HANDLOWA SPÓŁDZIELNIA PRACY Z SIEDZIBĄ W LIMANOWEJ,7370003342
HANDLOPEX,8130336843
HANDEN SP. Z O.O.,7811839409
HANBUD SP. Z O.O.,5432188243
HAMMERMED MEDICAL POLSKA,7282800837
HAMA POLSKA SP. Z O.O.,7822175433
HALMAR,8652349537
HALIT,8971926566
HALFPRICE,8392637238
HALEON POLAND,1180012820
HAJDUK GRZYBY I WARZYWA,4970092594
HAJDUK GRUPA,4970092648
HAGRIC WOŹNIECKI,5571701572
HAGER PRODUCTION POLAND,6460323831
HAGER POLO,6460015532
HÄFELE POLSKA SP. Z O.O.,8981949505
HAERING POLSKA,5252199191
HACON SP. Z O.O.,5971096554
EMIRATES (RZĄDOWA SPÓŁKA HANDLOWA) ODDZIAŁ W POLSC,1070001229
EMIL FREY POLSKA,5213342833
EMERSON PROCESS MANAGEMENT,5260205977
EMERSON POLSKA,7710108590
EMERSON AUTOMATION FLUID CONTROL & PNEUMATICS POLA,5260038456
EMERLOG,5223029032
EME AERO,5170385680
EMBS,6482326274
EMAGINE,7010060214
ELTROX,6462490527
ELTRIM KABLE,5711661336
ELMONT GRUPA,9662108712
ELMONT,5420010723
ELMEX GROUP,7773360247
ELIS TEXTILE SERVICE,5861014302
ELFEKO CAPITAL,9581727842
ELEWARR,5260300279
ELEVEN SPORTS NETWORK,5213696985
ELEMONT,7540136882
ELEMENTAL CATALYST RECYCLING,5252689529
ELEKTROWNIA PĄTNÓW II,6652556790
ELEKTROTIM,8942460042
ELEKTRO-SPARK,9462183790
ELEKTROPAKS,5050130144
ELEKTROMONTAŻ-POZNAŃ,5272647215
ELEKTROMONTAŻ RZESZÓW,8130336688
ELEKTRO-KLIM WAWRZYŃCZYK,7773248757
ELEKTROCIEPŁOWNIA ZIELONA GÓRA,9290006902
ELEKTRIX W RESTRUKTURYZACJI,5272347772
ELEKTRET,7372209266
ELEKTRA,7010379536
ELECTRUM HOLDING,5423442653
ELECTRUM,5422741371
ELECTROPOLI POLAND,5471875249
ELECTRICAL COMPONENTS INTERNATIONAL,6342471473
ELBLĄSKIE PRZEDSIĘBIORSTWO ENERGETYKI CIEPLNEJ,5780002619
ELA WYRÓB FOLII I OPAKOWAŃ,5322049003
EL PROFESSIONAL,5882448483
EL - CAB,7771036583
EKSTRAKLASA,5252336216
EKOVOLTIS,8992751675
EKO-VIT,7270125206
EKOTRADE,5260207887
EKO-REGION,7691917979
EKOPOL GÓRNOŚLĄSKI HOLDING,6270012803
EKOPLON,6570082311
EKO-OKNA,6391813241
EKOLAND,5510007831
EKOINSTAL HOLDING,6340000723
EKO-INSTAL CHABOWSCY,9530153940
EKOENERGETYKA - POLSKA,9731013938
EK ELEKTROKABEL FABRYKA KABLI KAROLAK I SYNOWIE,6681889347
EJOT POLSKA,5751635782
EIFFAGE POLSKA BUDOWNICTWO,6571016687
EGIS POLSKA DYSTRYBUCJA,5252341849
EGIDA IT SOLUTIONS,5252582820
EGIDA HOLDING,5252582814
EGGS PRODUCT,6991954352
EGGER BISKUPIEC,5252614980
EEP HOLDING,6793200463
EDISON NEXT POLAND,5471838076
ECOWIPES,9661978664
ECOVARM,6572228078
ECOLAB,6770024011
ECO LOGISTYKA,7542980665
ECO KOGENERACJA,7752644726
ECO CENTER,9542787544
ECE PROJEKTMANAGEMENT POLSKA,5261788751
ECCO RAIL,6252432759
EC BĘDZIN,6250007615
EBIURO,5242768351
EBERSPÄCHER CLIMATE CONTROL SYSTEMS,7811908576
EATON TRUCK COMPONENTS,5930103464
EATON ELECTRIC,5841022327
EATON AUTOMOTIVE SYSTEMS,9372422570
EAGLE,7651701256
E100 POWER MAX,5213837842
E.G.O. POLSKA,7272637330
DYWIDAG,5242506651
DYSON,5252649346
DYNATRACE,5842088050
DYNAMICA,6811961914
DYNAMIC MOTORS,5542863065
DYCKERHOFF POLSKA,6570081493
DXC TECHNOLOGY POLSKA,5213743561
DWS GRUNDBESITZ GMBH ODDZIAŁ W POLSCE,1070002536
DWS DRAEXLMAIER WYPOSAŻENIE WNĘTRZ SAMOCHODOWYCH,6112619914
DUŻY BEN,7773254462
DUVENBECK LOGISTIK,5992808712
DUO-TES TOMASZ SIBILSKI,8221756025
DUON TRADING,5471997923
DUNI POLAND,7780111410
DUDA-CARS,5222790666
DUDA - CARS,7792251832
DT SWISS-POLSKA,6060051033
DSPL,5272976060
DSI UNDERGROUND MEROL,8652222015
DSA FINANCIAL GROUP,8951684924
DS SMITH POLSKA,9511589286
DRUTEX,8421622720
DRUKARNIA INTERAK,7631967293
DRUKARNIA DAKO KOZIOŁ I WSPÓLNICY,7140002190
DROZDA TRANSPORT & LOGISTICS,5993193046
DROSED SUROWIEC,5342047071
DROSED HOLDING,7732491171
DROSED,8210006125
DROP,6221001627
DROMA - SUNSHADE EXPERTS,6312592278
DROGOMEX,5840201424
DROG-BUD,5732272806
DROBIMEX,8510306972
DRINK ID,7710100275
DREWPAL KRZYSZTOF DRYGAŁA I GRZEGORZ DRYGAŁA,6180046916
DREDGING INTERNATIONAL NV (S.A.) ODDZIAŁ W POLSCE,1070041855
DRAMERS,7811012408
DRADURA POLSKA,7251874148
DR.OETKER POLSKA,5840201571
DR. OETKER DEKOR,5252406649
DP WORLD LOGISTICS TECHNOLOGY POLAND,9241788135
DP WORLD FREIGHT POLAND,7790020554
DP METAL PROCESSING,6462822662
DOZ DIRECT,8271807718
DOZ,6762175698
DOW POLSKA,1180125961
DOVISTA POLSKA,5932445341
DOUGLAS POLSKA,8971660890
DOSCHEM,5861863691
DOREX KANTORY KĘDZIA PODRAŻKA,8970008443
DONGSHIN MOTECH POLAND,8961574433
DONAUCHEM POLSKA,7811704862
DONALDSON POLSKA,5252230191
DONAKO,8971780832
DOMITECH P. JANISZEWSKI T. WĄŻ,5542926469
DOMEXIM-SP. Z O.O. W LIKWIDACJI,9480005478
DOM VOLVO CAR,5213772723
DOM SAMOCHODOWY GERMAZ,8940005440
DOM DEVELOPMENT WROCŁAW,8971821726
DOM DEVELOPMENT KRAKÓW,5252895335
DOM CONSTRUCTION,5252746776
DOLNOŚLĄSKIE PRZEDSIĘBIORSTWO NAPRAW INFRASTRUKTUR,8992418059
DOLNOŚLĄSKIE MŁYNY,6120004162
DOLNOŚLĄSKIE CENTRUM ONKOLOGII,8992228100
DOLNOŚLĄSKI SZPITAL SPECJALISTYCZNY IM.,8992228560
DOLINA NIDY,7262293337
DÖHLER,5211003920
DOBRZAŃSKI,6751426926
DOBRY HOTEL,5851455878
DOBROWOLSCY,8171882229
DOBROPLAST FABRYKA OKIEN,5252523303
DOBRA ENERGIA DLA OLSZTYNA,5252773336
DNV POLAND,5830009458
DNP,7642679020
DN AUTOMOTIVE POLAND,5252379415
DMG MORI POLAND SALES AND SERVICE,6171953827
DMG MORI POLAND,6170001651
DLH GLOBAL,5252591664
DL INVEST GROUP PM,6252381542
DJW,5783154229
DIVERSA INVESTMENT,5252612432
DITH POLAND,5223048727
DIRKS CONSUMER LOGISTICS GMBH ODDZIAŁ W POLSCE,1010006051
DIORYT,5922264709
DIJO BAKING,9131002458
DIGITAL CODES,8871806874
DIETY OD BROKUŁA TORŁOP,5272933240
DIEHL METERING,5480077524
DIEBOLD NIXDORF BPO,9451949840
DIEBOLD NIXDORF,1132172170
DIALCOM24,7811733852
DHL GLOBAL FORWARDING,7280257292
DHL EXPRESS (POLAND),5270022391
DGP SECURITY PARTNER,6912199052
DFM,7393208668
DFDS LOGISTICS POLSKA,5581795132
DF GRUPA PGD,6793123159
DEVONSHIRE INVESTMENT GROUP,7010620943
DEVELEY POLSKA,5241017996
DEUTSCHE LUFTHANSA ODDZIAŁ W POLSCE,5260003819
DESTYLARNIA SOBIESKI,5920202779
DESTYLACJE POLSKIE,7781426245
DESTYLACJE,7792436336
DEPENBROCK POLSKA,7871995610
DENTONS EUROPE DĄBROWSKI I WSPÓLNICY,5252197565
DENSO THERMAL SYSTEMS POLSKA,6443012212
DEMATEC POLSKA,6762230380
DEMARKO,6272729965
DEMANT OPERATIONS POLAND,7010074162
DELOITTE POLAND,5270207328
DELOITTE DORADZTWO PODATKOWE DĄBROWSKI I WSPÓLNICY,5252191427
DELOITTE CE BUSINESS SERVICES,7010046154
DELLNER,2040000059
DELL PRODUCTS (POLAND),5213402110
DELL,5260206712
DELKO,7851003396
DELIFOODS,7123304988
DELAVAL OPERATIONS,8940006103
DEKPOL,5922137980
DEKORGLASS DZIAŁDOWO,5711628155
DEKA TRADE BARTOSZ DAWIDOWICZ,7662006459
DEFTRANS,9161317735
DEDRA-EXIM,5270204933
DECORA,7861000577
DECCO,8442010057
DECATHLON,9511855233
DEBON,6961407177
DEALZ POLAND,7811953269
DEAL INVEST,7010959334
DE ROOY POLAND,9281919804
DE' LONGHI POLSKA,5252457842
DDHG,7792367983
DDB AUTO BOGACKA,9551672421
DBK,7451003240
DB CARGO POLSKA,6320000051
DAWTONA,1182135917
DAVITA,5252521356
DAVIS POLAND,5472185966
DAT-SCHAUB POLSKA,9721018408
DARTOM,8380000966
DANUTA I RYSZARD CZACH,8133081378
DANTEX RAFAŁOWSKI,7182147390
DANTEX,5680000383
DANHATCH POLAND,9231645598
DAN CAKE POLONIA,6280010177
DAMCO POLAND,5270009261
DAMAK FOOD,1090001681
DALPO POZNAŃ,7791033429
DALPO POLAND TRADING,5252495535
DALPO POLAND,7792428207
DALDEHOG POLAND,5860017422
DAKO,7341000714
DAKAR-TOYOTA RZESZÓW,5170369600
DAJMAR,6922504864
DAJAR,6692296668
DAIMLER BUSES POLSKA,5272239114
DAIKIN AIRCONDITIONING POLAND,1130087046
DAHRÉN POLAND,6521611554
DAGMA,6340126068
DAEWON EUROPE,8971740407
DAEDONG SYSTEM POLAND,8992625189
DACSA POLSKA,8780000409
DACPOL,5210083644
DACHSER,7281006020
DABEX,6492307189
D&H SERVICES,9571041994
CZĘSTOBUD,5732936293
CZAJKA-AUTO,6262559591
CYGAN,1251649589
CYBER_FOLKS,7792467259
CYBER TRADE,5213915973
CUKIERNIA SOWA,9671053672
CUKIERNIA MISTRZA JANA,8522277911
CUK UBEZPIECZENIA,9562047158
CTK LOGISTICS,6653000244
CTDI POLAND,5252172306
CTC,6782968781
CSL BEHRING,5272665880
CRONIMET PL,5562304251
CRIST,5830005443
CRISP MALT,8792259248
CRH MATERIALS POLSKA,7010016242
CREDIT SUISSE (POLAND),5261023646
CRAYON POLAND,5252806478
CPF CULINAR,9542587319
CP TRADE,8732395953
COVETRUS INTERNATIONAL SERVICES,5272691570
